url,label,slice,p_url,correct
https://www.google.com/maps,0,official_brand_benign,0.00908872908875115,True
https://www.google.com/accounts,0,official_brand_benign,0.007101651690046001,True
https://www.google.com/search?q=secure+login,0,official_brand_benign,0.00018397177288283258,True
https://www.paypal.com/,0,official_brand_benign,2.0280299379382015e-05,True
https://www.paypal.com/signin,0,official_brand_benign,1.4559981647889606e-06,True
https://www.paypal.com/myaccount/security,0,official_brand_benign,9.172176703079712e-06,True
https://www.maybank2u.com.my/,0,official_brand_benign,0.011520290448409905,True
https://www.maybank2u.com.my/home/m2u/common/login.do,0,official_brand_benign,0.024035889735768427,True
https://www.maybank2u.com.my/help/reset-password,0,official_brand_benign,0.0001354822892724075,True
https://www.microsoft.com/,0,official_brand_benign,0.04209831475747622,True
https://www.microsoft.com/en-my/security,0,official_brand_benign,0.01649522479890869,True
https://www.microsoft.com/account/signin,0,official_brand_benign,0.003182159805648886,True
https://www.apple.com/my/,0,official_brand_benign,0.05743987701134582,True
https://www.apple.com/support/apple-id,0,official_brand_benign,0.09274863216064279,True
https://www.apple.com/shop/account/home,0,official_brand_benign,0.07795446516359457,True
https://www.cloudflare.com/learning/security/what-is-phishing/,0,unseen_benign,0.012523545010367376,True
https://www.amazon.com/gp/help/customer/account-security,0,unseen_benign,0.02303028413222048,True
https://www.netflix.com/login,0,unseen_benign,0.00409315768140828,True
https://www.dropbox.com/account/security,0,unseen_benign,0.0009042805109843459,True
https://www.adobe.com/my_en/account.html,0,unseen_benign,0.018076009983873098,True
https://stripe.com/docs/security,0,unseen_benign,0.020738513884742273,True
https://www.python.org/accounts/login/,0,unseen_benign,0.015009984065069409,True
https://docs.github.com/en/authentication,0,unseen_benign,0.9895312875919604,False
https://www.mozilla.org/en-US/privacy/,0,unseen_benign,0.03249991980115265,True
https://www.booking.com/signin.html,0,unseen_benign,0.003646618825725516,True
http://paypal-secure-verify.test/login/update.php,1,brand_lookalike_phish,0.9999239861326036,True
http://maybank2u-verify.test/login,1,brand_lookalike_phish,0.996753396253724,True
http://microsoft-support-alert.test/warning,1,brand_lookalike_phish,0.999999982790129,True
http://appleid-billing-check.test/confirm,1,brand_lookalike_phish,0.9999999617005034,True
http://shopee-wallet-reward.test/claim,1,brand_lookalike_phish,0.9999327158616255,True
http://cimb-account-unlock.test/session,1,brand_lookalike_phish,0.9999527912264728,True
http://google-drive-share.test/auth,1,brand_lookalike_phish,0.9999540450484579,True
http://netflix-payment-update.test/login,1,brand_lookalike_phish,0.9999065636703622,True
http://amazon-order-refund.test/verify,1,brand_lookalike_phish,0.9999581921523849,True
http://dropbox-document-share.test/signin,1,brand_lookalike_phish,0.99988291582156,True
http://203.0.113.7/account/confirm,1,technical_phish,0.9961118880562588,True
http://198.51.100.22:8080/bank/login,1,technical_phish,0.8545364993195194,True
http://paypal.com@account-check.test/signin,1,technical_phish,0.9999989174417026,True
http://google.com@secure-share.test/auth,1,technical_phish,0.9999989044761766,True
http://xn--pypal-4ve.test/login,1,technical_phish,0.9980462419896312,True
http://login.bank.security.verify.session.test/update,1,technical_phish,0.9988483865008526,True
http://192.0.2.44/reset?account=maybank,1,technical_phish,0.9681154856173187,True
http://user:pass@billing-check.test/paypal,1,technical_phish,0.9999999467172864,True
http://secure-account.test/%70%61%79%70%61%6c/login,1,technical_phish,0.9992610882412261,True
http://verify.test//https://www.apple.com/account,1,technical_phish,0.99917030522081,True
