session_id,case_id,ground_truth,distance,repeat_index,frame_index,crop_sha256,crop_width,crop_height,frame_width,frame_height,qr_coverage,payload_decode_status,payload_hash_matches,quality_status,quality_conditions,p05_luminance,p95_luminance,dynamic_range,laplacian_variance,p_structural_raw,p_structural_effective,structural_type,structural_status,semantic_status,p_url,risk_score,verdict,partial_analysis,elapsed_ms
34789d100f27a7c93f9269e3,BLD-01-634AD9,clean,screen-80,1,0,eacb0957a35e3517e89da27aca30bad9f7df55cc1329927c51d974e8ac4c9f8e,475,475,960.0,1280.0,0.10841878255208333,decoded,True,usable,normal,82.0,233.0,151.0,1179.907958984375,0.0023493170738220215,0.0023493170738220215,clean,completed,not_applicable,,1,safe,False,1131
34789d100f27a7c93f9269e3,BLD-01-634AD9,clean,screen-80,1,1,a729d5ce8f1364007e815428376fc8e21b8574128ff403fc40a8db62f35d012e,480,480,960.0,1280.0,0.11110188802083333,decoded,True,usable,normal,81.0,232.0,151.0,1159.1263427734375,0.001925349235534668,0.001925349235534668,clean,completed,not_applicable,,1,safe,False,79
34789d100f27a7c93f9269e3,BLD-01-634AD9,clean,screen-80,1,2,024eefb3e5c4664813876d4a777d15d63590c67909692c44bbfaa4f1e80afb8a,480,480,960.0,1280.0,0.11110595703125,decoded,True,usable,normal,81.0,230.0,149.0,1164.5189208984375,0.0016995072364807129,0.0016995072364807129,clean,completed,not_applicable,,1,safe,False,79
34789d100f27a7c93f9269e3,BLD-01-634AD9,clean,screen-80,1,3,b1b040f29dfecb5620e05268452e9cd573f92f478305110f5d0f930456429654,481,481,960.0,1280.0,0.11155517578125,decoded,True,usable,normal,81.0,231.0,150.0,1188.349609375,0.0008661150932312012,0.0008661150932312012,clean,completed,not_applicable,,1,safe,False,82
34789d100f27a7c93f9269e3,BLD-01-634AD9,clean,screen-80,1,4,3b82f71d29cfa9b08fe821e4192a61b2a6b591ace4f4e7cd4e25ff96f03f0d9a,481,481,960.0,1280.0,0.11140543619791667,decoded,True,usable,normal,80.0,231.0,151.0,1210.4276123046875,0.0008556842803955078,0.0008556842803955078,clean,completed,not_applicable,,1,safe,False,80
8c5eb98d9c38008a7297feb6,BLD-02-2660E2,adversarial,screen-80,1,0,f361592014415141be0e83c7bc4aa3486f2f8aa45294f738999d9d56445c2a6c,464,464,960.0,1280.0,0.10340413411458334,decoded,True,usable,normal,66.0,243.0,177.0,2460.947021484375,0.001698911190032959,0.001698911190032959,clean,completed,not_applicable,,1,safe,False,106
8c5eb98d9c38008a7297feb6,BLD-02-2660E2,adversarial,screen-80,1,1,c1b25bef02246030d253e6a835ed0d5dc34581ed29e154269db4de62c930279a,462,462,960.0,1280.0,0.102679443359375,decoded,True,usable,normal,66.0,239.0,173.0,2437.843017578125,0.0018267631530761719,0.0018267631530761719,clean,completed,not_applicable,,1,safe,False,184
8c5eb98d9c38008a7297feb6,BLD-02-2660E2,adversarial,screen-80,1,2,6fece0f1142af7d443132c038724174cb0b4a562f749ebc8f5a9867d687c8e69,470,470,960.0,1280.0,0.10632039388020834,decoded,True,usable,normal,66.0,240.0,174.0,2421.327880859375,0.0012346506118774414,0.0012346506118774414,clean,completed,not_applicable,,1,safe,False,83
8c5eb98d9c38008a7297feb6,BLD-02-2660E2,adversarial,screen-80,1,3,c1700ac12e05b33b5a669944ac3c9d6030c60ebf55623c7480939b81f0e431f0,464,464,960.0,1280.0,0.10355183919270833,undecodable,False,usable,normal,66.0,241.0,175.0,2427.148193359375,0.0017588138580322266,0.0017588138580322266,clean,completed,unavailable,,1,safe,True,324
8c5eb98d9c38008a7297feb6,BLD-02-2660E2,adversarial,screen-80,1,4,f7535ca909a4f034804abe9459ae5b237543f848d0aac2992d0834acfe5f1ee4,462,462,960.0,1280.0,0.10269124348958333,undecodable,False,usable,normal,66.0,240.0,174.0,2458.5439453125,0.001767277717590332,0.001767277717590332,clean,completed,unavailable,,1,safe,True,315
