session_id,case_id,ground_truth,distance,repeat_index,frame_count,usable_frame_count,decoded_frame_count,safe_frames,warning_frames,blocked_frames,clean_type_frames,nonclean_type_frames,current_first_verdict,majority_verdict,median_risk_verdict,median_risk_score,median_p_structural,p_structural_range,majority_detects_ground_truth
34789d100f27a7c93f9269e3,BLD-01-634AD9,clean,screen-80,1,5,5,5,5,0,0,5,0,safe,safe,safe,1.0,0.0016995072364807129,0.0014936327934265137,True
8c5eb98d9c38008a7297feb6,BLD-02-2660E2,adversarial,screen-80,1,5,5,3,5,0,0,5,0,safe,safe,safe,1.0,0.0017588138580322266,0.0005921125411987305,False
1f17da6538406a57d13af304,BLD-03-940C9F,adversarial,screen-80,1,5,5,5,5,0,0,5,0,safe,safe,safe,1.0,0.010068178176879883,0.031242430210113525,False
f0646d7c9e860ae8e4160328,BLD-04-A543A7,tampered,screen-80,1,5,5,5,0,0,5,0,5,blocked,blocked,blocked,88.0,0.969025731086731,0.011456727981567383,True
28d61a8069a4ea5283c11cfe,BLD-05-B2EB90,adversarial,screen-80,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,90.0,0.9968602061271667,0.005113661289215088,True
b0eb1f6eab67ae8ba32b7fd2,BLD-06-48D796,tampered,screen-80,1,5,5,3,0,0,5,0,5,blocked,blocked,blocked,90.0,0.9991293549537659,0.00038486719131469727,True
2b7a8f02205026bba95dbbe1,BLD-07-1F1497,tampered,screen-80,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,90.0,0.999362051486969,0.0008835196495056152,True
46ef8df6409e6332c4e6bf3a,BLD-08-8DD40A,tampered,screen-80,1,5,5,4,0,0,5,0,5,blocked,blocked,blocked,90.0,0.9990527033805847,0.0005446672439575195,True
a1584498f29201f176a44971,BLD-09-EB4682,adversarial,screen-80,1,5,5,1,5,0,0,5,0,safe,safe,safe,2.0,0.12551730871200562,0.39703571796417236,False
2f37e6435eaf14f0b5305551,BLD-10-F817CE,adversarial,screen-80,1,5,5,2,0,0,5,0,5,blocked,blocked,blocked,90.0,0.9980531334877014,0.02144700288772583,True
af2f1555be6f827fdc0a27b6,BLD-11-2D22EA,tampered,screen-80,1,5,5,1,0,0,5,0,5,blocked,blocked,blocked,90.0,0.9992572069168091,0.00045818090438842773,True
3a0e3120d418648e02b6552e,BLD-12-16F4F3,clean,screen-80,1,5,4,5,4,1,0,4,0,safe,safe,safe,14.0,0.38318952918052673,0.19123494625091553,True
f3c849971492a12d1ae786bf,BLD-13-1DB94C,tampered,screen-80,1,5,5,4,0,0,5,0,5,blocked,blocked,blocked,90.0,0.9994574785232544,0.0005799531936645508,True
3dc1871dc8c7fc8d7ab7f13a,BLD-14-C0B3B8,clean,screen-80,1,5,5,5,5,0,0,5,0,safe,safe,safe,1.0,0.001970946788787842,0.022754669189453125,True
c6fdd7014d3093b57c703094,BLD-15-1FFEB7,clean,screen-80,1,5,4,2,1,1,3,1,3,safe,blocked,blocked,81.0,0.9005875289440155,0.598724901676178,False
05233e2a03ba242caeb25282,BLD-16-A7FCCD,tampered,screen-80,1,5,5,4,0,0,5,0,5,blocked,blocked,blocked,88.0,0.9668264389038086,0.06257492303848267,True
2fe0f3c1f3a50dceda868a69,BLD-17-34A075,tampered,screen-80,1,5,5,5,0,0,5,0,5,blocked,blocked,blocked,90.0,0.9973446130752563,0.002354264259338379,True
03928573ac4c8b9cf8061f49,BLD-18-5CD4F5,clean,screen-80,1,5,5,3,5,0,0,5,0,safe,safe,safe,1.0,0.002903461456298828,0.003097236156463623,True
d40d0695fc4b8c3f58eb778d,BLD-19-100593,adversarial,screen-80,1,5,5,4,0,0,5,0,5,blocked,blocked,blocked,90.0,0.9986860752105713,0.004920363426208496,True
f0d04bb2473116a262cd385e,BLD-20-16DE27,adversarial,screen-80,1,5,5,2,0,0,5,0,5,blocked,blocked,blocked,90.0,0.999095618724823,0.0011900067329406738,True
12aede2f3064edd8ab3cf9aa,BLD-21-EBECE2,clean,screen-80,1,5,5,0,5,0,0,5,0,safe,safe,safe,1.0,0.005137979984283447,0.007427990436553955,True
b3d243b928ddb346ca8444b9,BLD-22-0E5D74,adversarial,screen-80,1,5,5,2,3,0,2,3,2,safe,safe,safe,22.0,0.49819624423980713,0.7344740033149719,False
4dda242667def7dd3309c8e4,BLD-23-2F9C34,adversarial,screen-80,1,5,5,3,5,0,0,5,0,safe,safe,safe,4.0,0.2083856463432312,0.15684747695922852,False
923cb1948929b61c54e943c6,BLD-24-34902F,tampered,screen-80,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,90.0,0.9981796741485596,0.0008326172828674316,True
7c1e240313a4163fb2fa66d6,BLD-25-BCBF4C,clean,screen-80,1,5,5,0,5,0,0,5,0,safe,safe,safe,1.0,0.0024762749671936035,0.006262004375457764,True
93907b53b532317869373dcc,BLD-26-E211CD,adversarial,screen-80,1,5,5,1,0,0,5,0,5,blocked,blocked,blocked,90.0,0.999991774559021,6.377696990966797e-06,True
46f92bbe8834713a6c772801,BLD-27-90C833,adversarial,screen-80,1,5,5,3,0,0,5,0,5,blocked,blocked,blocked,89.0,0.9903174638748169,0.01871311664581299,True
f3bc4ffe754942aa26e85d93,BLD-28-F08776,clean,screen-80,1,5,5,1,5,0,0,5,0,safe,safe,safe,1.0,0.0040209293365478516,0.0023286938667297363,True
b450f0d96ee0b60b7dcc7194,BLD-29-466F54,clean,screen-80,1,5,5,0,5,0,0,5,0,safe,safe,safe,1.0,0.0039362311363220215,0.0022336840629577637,True
50838be7e5c8f68a3a2f2d9f,BLD-30-754AFE,clean,screen-80,1,5,5,0,5,0,0,5,0,safe,safe,safe,1.0,0.005614519119262695,0.0036867856979370117,True
5fc487eccfa78da79cceb959,BLD-31-6763F8,tampered,screen-80,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,90.0,0.9995372295379639,0.00020140409469604492,True
03134129cdc17499241f2d56,BLD-32-62CEDC,clean,screen-80,1,5,5,3,5,0,0,5,0,safe,safe,safe,1.0,0.002627134323120117,0.0014863014221191406,True
e3a9ba6da5f7c32a7e5f8738,BLD-33-4F2A63,tampered,screen-80,1,5,5,4,0,0,5,0,5,blocked,blocked,blocked,90.0,0.9995678067207336,0.00023502111434936523,True
f55f8e66b68e5de060de45dc,BLD-34-18AE14,tampered,screen-80,1,5,5,3,0,0,5,0,5,blocked,blocked,blocked,90.0,0.9997035264968872,0.009240686893463135,True
6378ab35adb0894e164760bb,BLD-35-B2865A,adversarial,screen-80,1,5,4,0,3,1,1,3,1,safe,safe,safe,21.0,0.42680904269218445,0.7449213266372681,False
7da2c6d1c010e1ca29287dba,BLD-36-88BCFE,clean,screen-80,1,5,5,0,5,0,0,5,0,safe,safe,safe,1.0,0.003231644630432129,0.0008455514907836914,True
8aa7559bf30c96de67451248,BLD-37-419935,clean,screen-80,1,5,5,2,5,0,0,5,0,safe,safe,safe,1.0,0.0027208924293518066,0.002571702003479004,True
49129f1b23a2ed997ba14f6e,BLD-38-43248D,tampered,screen-80,1,5,5,3,0,0,5,0,5,blocked,blocked,blocked,90.0,0.9993409514427185,0.00040030479431152344,True
b38ad5153e6c18d843b9fc88,BLD-39-5285E9,adversarial,screen-80,1,5,5,0,5,0,0,5,0,safe,safe,safe,1.0,0.00634235143661499,0.02508026361465454,False
226b930c364e88bb291c7818,BLD-40-B711F3,tampered,screen-80,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,86.0,0.9505630135536194,0.024841606616973877,True
23056f3019a4dfb8cbc4fb5b,BLD-41-098307,tampered,screen-80,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,90.0,0.9995351433753967,0.0002834200859069824,True
3942eb5b6b9af3718c7e7c58,BLD-42-819C84,adversarial,screen-80,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,85.0,0.9370003342628479,0.08141058683395386,True
28c27668a711cbbfe94ac2b7,BLD-43-A7B6A5,clean,screen-80,1,5,5,2,5,0,0,5,0,safe,safe,safe,1.0,0.0015906691551208496,0.0016905665397644043,True
a6daa52f9685e2b60f4a9540,BLD-44-D2E154,clean,screen-80,1,5,5,1,5,0,0,5,0,safe,safe,safe,1.0,0.07996797561645508,0.15223509073257446,True
a95b7c7b2d9c0b8ee9955011,BLD-45-D9AEC1,clean,screen-80,1,5,1,1,0,4,1,0,1,warning,warning,safe,26.0,0.7658417224884033,0.0,False
0a69eacc2f932299c7b2f702,BLD-46-FF9451,adversarial,screen-80,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,90.0,0.9978212118148804,0.0043746232986450195,True
baca1a0de1175ddb882d6b1d,BLD-47-175860,tampered,screen-80,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,88.0,0.9755736589431763,0.07531112432479858,True
5776b3cc665ae856234d1be2,BLD-48-F47E77,adversarial,screen-80,1,5,5,1,5,0,0,5,0,safe,safe,safe,2.0,0.08143866062164307,0.2565683126449585,False
