session_id,case_id,ground_truth,distance,repeat_index,frame_index,crop_sha256,crop_width,crop_height,frame_width,frame_height,qr_coverage,payload_decode_status,payload_hash_matches,quality_status,quality_conditions,p05_luminance,p95_luminance,dynamic_range,laplacian_variance,p_structural_raw,p_structural_effective,structural_type,structural_status,semantic_status,p_url,risk_score,verdict,partial_analysis,elapsed_ms
83420067ff628112b542658a,CVG-ADV-V03-M0-01,adversarial,screen-80,1,0,f16c06cf6e745ce3b89ea659176ae67183f635281ce4ce3eb6116242265fd310,280,280,960.0,1280.0,0.037618001302083336,decoded,True,marginal,overexposure,105.0,253.0,148.0,658.7920532226562,0.8429816365242004,0.8429816365242004,adversarial,completed,not_applicable,,76,blocked,False,703
83420067ff628112b542658a,CVG-ADV-V03-M0-01,adversarial,screen-80,1,1,a95d4c1b2496d6c645c95380d79e09b1b150f3de5fdfa58be10e1cf47990c727,283,283,960.0,1280.0,0.03867431640625,undecodable,False,marginal,overexposure,97.0,249.0,152.0,570.1384887695312,0.7301275730133057,0.7301275730133057,adversarial,completed,unavailable,,76,blocked,True,104
83420067ff628112b542658a,CVG-ADV-V03-M0-01,adversarial,screen-80,1,2,0d1d375ccb55de388194176d7cd301d458200732c3af4c68965936497589b185,314,314,960.0,1280.0,0.04760213216145833,decoded,True,marginal,overexposure,93.0,239.0,146.0,658.6057739257812,0.9797094464302063,0.9797094464302063,adversarial,completed,not_applicable,,88,blocked,False,91
83420067ff628112b542658a,CVG-ADV-V03-M0-01,adversarial,screen-80,1,3,80d59823f870619c0f4ebbaa97ddf40b41b76c92a199535485ad0e0d81f0db30,300,300,960.0,1280.0,0.04326578776041667,decoded,True,marginal,overexposure,96.0,247.0,151.0,766.122314453125,0.9889830350875854,0.9889830350875854,adversarial,completed,not_applicable,,89,blocked,False,52
83420067ff628112b542658a,CVG-ADV-V03-M0-01,adversarial,screen-80,1,4,5a514d88134507443d70cb49989fe3d73d07cb1cf32e300e46e757dc4a5f7c10,301,301,960.0,1280.0,0.043747965494791666,decoded,True,marginal,overexposure,106.0,253.0,147.0,408.2461242675781,0.8617572784423828,0.8617572784423828,adversarial,completed,not_applicable,,77,blocked,False,89
ccd66962974e84eca36b3e43,CVG-ADV-V03-M1-02,adversarial,screen-80,1,0,3b6e65471107fd4f99d85d57453b40bdfc91b1da0e4f990983fb83e44e00955c,304,304,960.0,1280.0,0.04455973307291667,decoded,True,marginal,overexposure,107.0,254.0,147.0,378.1678161621094,0.8364378809928894,0.8364378809928894,adversarial,completed,not_applicable,,76,blocked,False,55
ccd66962974e84eca36b3e43,CVG-ADV-V03-M1-02,adversarial,screen-80,1,1,38ee4ec89cd6442fc645f33500c5f45bea39cefff68cc9d901c3848d6c1817b2,304,304,960.0,1280.0,0.04456217447916667,undecodable,False,marginal,overexposure,100.0,251.0,151.0,630.4525146484375,0.8452708721160889,0.8452708721160889,adversarial,completed,unavailable,,76,blocked,True,98
ccd66962974e84eca36b3e43,CVG-ADV-V03-M1-02,adversarial,screen-80,1,2,99b0ff65cbe45f09e55c3dababb2eeeea24da397b8a86dcd7c253e1a7f6ee301,305,305,960.0,1280.0,0.044892985026041665,decoded,True,marginal,overexposure,94.0,245.0,151.0,747.02880859375,0.9951350688934326,0.9951350688934326,adversarial,completed,not_applicable,,90,blocked,False,54
ccd66962974e84eca36b3e43,CVG-ADV-V03-M1-02,adversarial,screen-80,1,3,12df4f61deaaf87bafa10e563ed0157cdc04db327e36cc5dc9e40f782899379d,312,312,960.0,1280.0,0.046783447265625,decoded,True,marginal,overexposure,94.0,244.0,150.0,720.1387939453125,0.9219256639480591,0.9219256639480591,adversarial,completed,not_applicable,,84,blocked,False,52
ccd66962974e84eca36b3e43,CVG-ADV-V03-M1-02,adversarial,screen-80,1,4,6edfacfce349dcd5a0cf4c38088196dd58e37043588f565425412a7f0135542c,313,313,960.0,1280.0,0.04729573567708333,decoded,True,marginal,overexposure,94.0,244.0,150.0,722.42822265625,0.9588298797607422,0.9588298797607422,adversarial,completed,not_applicable,,87,blocked,False,52
9d44774de03bdde7a8959204,CVG-ADV-V03-M2-03,adversarial,screen-80,1,0,9dea16b3741af5df6cbcbe88692fc76adba497bab856ffc7fe6b8cb497ad604b,336,336,960.0,1280.0,0.054375,decoded,True,marginal,overexposure,92.0,243.0,151.0,426.4860534667969,0.8117745518684387,0.8117745518684387,adversarial,completed,not_applicable,,76,blocked,False,63
9d44774de03bdde7a8959204,CVG-ADV-V03-M2-03,adversarial,screen-80,1,1,9fb1ba099eaf21517158aa5ed80b4514c4a02251df7fdb48bf6b4362ae3c1b2b,343,343,960.0,1280.0,0.0565185546875,decoded,True,usable,normal,85.0,237.0,152.0,702.2529907226562,0.5804346203804016,0.5804346203804016,clean,completed,not_applicable,,33,warning,False,61
9d44774de03bdde7a8959204,CVG-ADV-V03-M2-03,adversarial,screen-80,1,2,995bb2130e64f6ceab0750db936c47d350ea6fc7a56db5bf2881f83c2eaa9f0d,343,343,960.0,1280.0,0.05661824544270833,decoded,True,marginal,overexposure,86.0,237.0,151.0,716.1178588867188,0.9775940775871277,0.9775940775871277,adversarial,completed,not_applicable,,88,blocked,False,56
9d44774de03bdde7a8959204,CVG-ADV-V03-M2-03,adversarial,screen-80,1,3,00243f50886372f2b5246c2e19a75d7a4e33edc0a0720d9ada15c75c02999db6,342,342,960.0,1280.0,0.05629720052083333,decoded,True,marginal,overexposure,86.0,238.0,152.0,721.1633911132812,0.9892129302024841,0.9892129302024841,adversarial,completed,not_applicable,,89,blocked,False,100
9d44774de03bdde7a8959204,CVG-ADV-V03-M2-03,adversarial,screen-80,1,4,9861a985febc36435121c2dac675a748194c08e1a99e2fbfd31f7c090015b5de,335,335,960.0,1280.0,0.054072672526041664,decoded,True,usable,normal,85.0,238.0,153.0,730.31005859375,0.9714385271072388,0.9714385271072388,adversarial,completed,not_applicable,,88,blocked,False,53
744d8ae298bd0454fe70b7d6,CVG-ADV-V03-M3-04,adversarial,screen-80,1,0,ba9964ebb3723209c1bc437af9d09c0f859d29901feb1811535622ebc62634b1,356,356,960.0,1280.0,0.06108072916666667,decoded,True,usable,normal,72.0,230.0,158.0,406.728515625,0.2546207308769226,0.2546207308769226,clean,completed,not_applicable,,5,safe,False,54
