session_id,case_id,ground_truth,distance,repeat_index,frame_count,usable_frame_count,decoded_frame_count,safe_frames,warning_frames,blocked_frames,clean_type_frames,nonclean_type_frames,current_first_verdict,majority_verdict,median_risk_verdict,median_risk_score,median_p_structural,p_structural_range,majority_detects_ground_truth
bac432e4a94f2498d7c1f22d,ACQ-CLN-V10-LONG,clean,screen-100-brightness-100,1,5,5,5,5,0,0,5,0,safe,safe,safe,1.0,0.0167425274848938,0.014489352703094482,True
7ff73f637adfb95e27cef952,ACQ-CLN-V10-LONG,clean,screen-100-brightness-30,1,5,5,5,5,0,0,5,0,safe,safe,safe,1.0,0.017539560794830322,0.02825862169265747,True
cf354e76f50c01037f29eb39,ACQ-CLN-V10-LONG,clean,screen-80-brightness-50,1,5,5,5,5,0,0,5,0,safe,safe,safe,1.0,0.011844635009765625,0.011605024337768555,True
9d08142c58baad4e6e56b221,ACQ-CLN-V14-LONG,clean,screen-100-brightness-100,1,5,5,0,5,0,0,5,0,safe,safe,safe,1.0,0.06293976306915283,0.10361617803573608,True
5513973a67f721dcc4444595,ACQ-CLN-V14-LONG,clean,screen-100-brightness-30,1,5,5,0,5,0,0,5,0,safe,safe,safe,1.0,0.048827171325683594,0.04191029071807861,True
4557a7d4ca821149d4e8cf00,ACQ-CLN-V14-LONG,clean,screen-80-brightness-50,1,5,5,0,5,0,0,5,0,safe,safe,safe,1.0,0.037685930728912354,0.029384315013885498,True
aa6c2d50e262633f0bf139f7,SEM-05-USERINFO,clean,screen-100-brightness-100,1,5,5,5,0,0,5,5,0,blocked,blocked,blocked,90.0,0.11910611391067505,0.08897441625595093,True
8f395c5d4d608380c4ffe623,SEM-05-USERINFO,clean,screen-100-brightness-30,1,5,4,1,3,1,1,4,0,blocked,safe,safe,10.0,0.2451482117176056,0.23905223608016968,True
9aeb437c63e35d33c0a0d6c5,SEM-05-USERINFO,clean,screen-80-brightness-50,1,5,4,3,2,0,3,4,0,safe,blocked,blocked,84.0,0.11229246854782104,0.3278353214263916,True
629ddc44367e44cabaf6577d,SEM-11-PLAIN-TEXT,clean,screen-100-brightness-100,1,5,5,5,5,0,0,5,0,safe,safe,safe,1.0,0.04901933670043945,0.19785690307617188,True
b453a5dd57e26c807cd3332f,SEM-11-PLAIN-TEXT,clean,screen-100-brightness-30,1,5,5,5,5,0,0,5,0,safe,safe,safe,7.0,0.31130707263946533,0.3427891135215759,True
b31e97bef97de787a96d3f59,SEM-11-PLAIN-TEXT,clean,screen-80-brightness-50,1,5,5,4,5,0,0,5,0,safe,safe,safe,1.0,0.017212271690368652,0.015177130699157715,True
0658dbec35216a4100f0ffe9,STR-ADV-NORMAL,adversarial,screen-100-brightness-100,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,89.0,0.9939770698547363,0.01176685094833374,True
1f365a8072b9272580ccc0e8,STR-ADV-NORMAL,adversarial,screen-100-brightness-30,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,89.0,0.9931125044822693,0.007832944393157959,True
bfdf9b03f8c623fa7fe87c23,STR-ADV-NORMAL,adversarial,screen-80-brightness-50,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,89.0,0.9936830401420593,0.004394114017486572,True
bba015a905fa3e4ee4e0d0f9,STR-CLN-OVEREXP,clean,screen-100-brightness-100,1,5,3,0,2,2,1,2,1,warning,warning,safe,26.0,0.16306006908416748,0.7567538022994995,False
d71de7fb919942afe2964987,STR-CLN-OVEREXP,clean,screen-100-brightness-30,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,89.0,0.982010006904602,0.18510574102401733,False
325a35826a78cee5d66f7a34,STR-CLN-OVEREXP,clean,screen-80-brightness-50,1,5,4,0,0,1,4,0,4,blocked,blocked,blocked,76.0,0.8066409230232239,0.1137053370475769,False
5add5311c58fb1f58158a0c3,STR-CLN-UNDEREXP,clean,screen-100-brightness-100,1,5,5,0,2,0,3,2,3,blocked,blocked,blocked,86.0,0.9454609155654907,0.9409561157226562,False
c1ab8c4ae745c7c91645b43a,STR-CLN-UNDEREXP,clean,screen-100-brightness-30,1,5,3,0,2,2,1,2,1,blocked,warning,safe,26.0,0.07661277055740356,0.6723971366882324,False
5460d45e97dd09535fe1dddc,STR-CLN-UNDEREXP,clean,screen-80-brightness-50,1,5,4,0,4,1,0,4,0,safe,safe,safe,12.0,0.3602865934371948,0.2902045249938965,True
79a3eee06b915586197cd95b,STR-TMP-NORMAL,tampered,screen-100-brightness-100,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,90.0,0.9993188977241516,0.0003972649574279785,True
4a7223c410c34c5b0f8eb432,STR-TMP-NORMAL,tampered,screen-100-brightness-30,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,90.0,0.9992967247962952,0.00022488832473754883,True
79c28f59a9d9c48c9706ef56,STR-TMP-NORMAL,tampered,screen-80-brightness-50,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,90.0,0.9991351962089539,0.0006173253059387207,True
