path,label,class_id,split,group_id,payload_id,source,capture_kind,surface_branch,deformation,is_exact_app_crop,licence,source_path,source_sha256,crop_sha256,crop_width,crop_height,detector_scale
ml_training/datasets/structural/processed/qr_surfaces/clean/flat/IMG_20191225_202803.png,clean,0,auxiliary_train_only,qr_surfaces:241600de6afd1f88dfcca671bdab39ec6b3856fc3f8199b6b7f0bde65be00f6a,1,qr_codes_in_surfaces,external_real_camera,flat,perspective,False,CC-BY-4.0,ml_training/datasets/structural/raw/qr_surfaces/flat/images/IMG_20191225_202803.jpg,400c6955697d4c2866a42b655e9fd27455ef0c5fd8e28a8cf1f30036554182fe,e248765b49bb1175f1a9c55a8e462dd2ac4b73050320520adf6dd1a02536869c,1813,1813,0.32
ml_training/datasets/structural/processed/qr_surfaces/clean/flat/IMG_20191225_202806.png,clean,0,auxiliary_train_only,qr_surfaces:241600de6afd1f88dfcca671bdab39ec6b3856fc3f8199b6b7f0bde65be00f6a,1,qr_codes_in_surfaces,external_real_camera,flat,perspective,False,CC-BY-4.0,ml_training/datasets/structural/raw/qr_surfaces/flat/images/IMG_20191225_202806.jpg,b1ba146449da488e3a95c0bffe52b0d371a3bef88cbf24fff7e4d0279eb4a9ad,58761d717dd0b09faf0f26332ee635418680db89d547cbb754095aca6164a7d1,1801,1801,0.32
ml_training/datasets/structural/processed/qr_surfaces/clean/flat/IMG_20191225_202808.png,clean,0,auxiliary_train_only,qr_surfaces:241600de6afd1f88dfcca671bdab39ec6b3856fc3f8199b6b7f0bde65be00f6a,1,qr_codes_in_surfaces,external_real_camera,flat,perspective,False,CC-BY-4.0,ml_training/datasets/structural/raw/qr_surfaces/flat/images/IMG_20191225_202808.jpg,d7d7225166f2544a9141b6d8999eca9a0db467cf53f5f10ae3bcb5485e742523,7a696065f67777a4601f796440e085b12edf660e96c0aec6fe7d5023d76a2b5d,1724,1724,0.32
ml_training/datasets/structural/processed/qr_surfaces/clean/flat/IMG_20191225_202810.png,clean,0,auxiliary_train_only,qr_surfaces:241600de6afd1f88dfcca671bdab39ec6b3856fc3f8199b6b7f0bde65be00f6a,1,qr_codes_in_surfaces,external_real_camera,flat,perspective,False,CC-BY-4.0,ml_training/datasets/structural/raw/qr_surfaces/flat/images/IMG_20191225_202810.jpg,2bbb925dc21a9f242815b67d6183077d3a8abf6ba83d2a4d38f37f6317beae15,c89887634028fe4fee608ac1b0d435b0bbe921803fa6ac7d59c7465a5f0f2b9a,1150,1150,0.32
ml_training/datasets/structural/processed/qr_surfaces/clean/flat/IMG_20191225_202812.png,clean,0,auxiliary_train_only,qr_surfaces:241600de6afd1f88dfcca671bdab39ec6b3856fc3f8199b6b7f0bde65be00f6a,1,qr_codes_in_surfaces,external_real_camera,flat,perspective,False,CC-BY-4.0,ml_training/datasets/structural/raw/qr_surfaces/flat/images/IMG_20191225_202812.jpg,b9a1ead59ac041376ff18be8f3360d115463d3bcc0525d4b204da02d89c0c09f,d862a7f54a1fb25a9b22f8790512a3249e16c0f2a37b085ff35fdd7dbeae5fc8,1047,1047,0.32
ml_training/datasets/structural/processed/qr_surfaces/clean/flat/IMG_20191225_202833.png,clean,0,auxiliary_train_only,qr_surfaces:241600de6afd1f88dfcca671bdab39ec6b3856fc3f8199b6b7f0bde65be00f6a,1,qr_codes_in_surfaces,external_real_camera,flat,perspective,False,CC-BY-4.0,ml_training/datasets/structural/raw/qr_surfaces/flat/images/IMG_20191225_202833.jpg,9a9292f3ec7db7e1c5277864fb28e21910e23557dcf360865e38b8f1e9d967a2,4ab317aef007ff5b79f53a1d73d5f6c5fe90d91a79f1405b33f25b5d71f74db7,1269,1269,0.32
ml_training/datasets/structural/processed/qr_surfaces/clean/flat/IMG_20191225_202836.png,clean,0,auxiliary_train_only,qr_surfaces:241600de6afd1f88dfcca671bdab39ec6b3856fc3f8199b6b7f0bde65be00f6a,1,qr_codes_in_surfaces,external_real_camera,flat,perspective,False,CC-BY-4.0,ml_training/datasets/structural/raw/qr_surfaces/flat/images/IMG_20191225_202836.jpg,04d58e066feef823762262ddd54429ad5646d0a3ef8e8ba1fb69e6fb41046999,aa792f9a869f30da528c6558e5786666d35b0e281d285cb6733f01a60795365c,1337,1337,0.32
ml_training/datasets/structural/processed/qr_surfaces/clean/flat/IMG_20191225_202839.png,clean,0,auxiliary_train_only,qr_surfaces:241600de6afd1f88dfcca671bdab39ec6b3856fc3f8199b6b7f0bde65be00f6a,1,qr_codes_in_surfaces,external_real_camera,flat,perspective,False,CC-BY-4.0,ml_training/datasets/structural/raw/qr_surfaces/flat/images/IMG_20191225_202839.jpg,7b5f20eb87de618f3dee5c324197b5412e77b1b11161d8893afa2faa7f9ffc3a,45df6ec30b571c541af7ad1d4f1c48963796a18b298708252a03100a2e4446e2,1262,1262,0.32
ml_training/datasets/structural/processed/qr_surfaces/clean/flat/IMG_20191225_202845.png,clean,0,auxiliary_train_only,qr_surfaces:241600de6afd1f88dfcca671bdab39ec6b3856fc3f8199b6b7f0bde65be00f6a,1,qr_codes_in_surfaces,external_real_camera,flat,perspective,False,CC-BY-4.0,ml_training/datasets/structural/raw/qr_surfaces/flat/images/IMG_20191225_202845.jpg,6aa5242d0a0fec10cb807e936aa6b61b2726bf66ea66c52186c72ed5f48cec8a,3c4b2ce7aa5d9a784fb926233d026d25140ce92f67bac0f83d4f7f7931081e76,1855,1855,0.32
ml_training/datasets/structural/processed/qr_surfaces/clean/flat/IMG_20191225_202852.png,clean,0,auxiliary_train_only,qr_surfaces:241600de6afd1f88dfcca671bdab39ec6b3856fc3f8199b6b7f0bde65be00f6a,1,qr_codes_in_surfaces,external_real_camera,flat,perspective,False,CC-BY-4.0,ml_training/datasets/structural/raw/qr_surfaces/flat/images/IMG_20191225_202852.jpg,15bd9f5b2f816c6d5b5700e6d9a06b37b2106b613b1c71cf956099af8b19a1b9,de759f282c60ec772e62ca41edc4fbf96d73a0881efe211f6b2780c66dd63403,2168,2168,0.32
ml_training/datasets/structural/processed/qr_surfaces/clean/flat/IMG_20191229_213441.png,clean,0,auxiliary_train_only,qr_surfaces:241600de6afd1f88dfcca671bdab39ec6b3856fc3f8199b6b7f0bde65be00f6a,1,qr_codes_in_surfaces,external_real_camera,flat,perspective,False,CC-BY-4.0,ml_training/datasets/structural/raw/qr_surfaces/flat/images/IMG_20191229_213441.jpg,8f1934ea659d42f127abd967fa8dc878949023997dd2432e997c1e023dfdfb48,176446afdca2d5295d8d357af1425129288cf2678981ebeb3f3102ae182669e6,1971,1971,0.2777777777777778
ml_training/datasets/structural/processed/qr_surfaces/clean/flat/IMG_20191229_213452.png,clean,0,auxiliary_train_only,qr_surfaces:241600de6afd1f88dfcca671bdab39ec6b3856fc3f8199b6b7f0bde65be00f6a,1,qr_codes_in_surfaces,external_real_camera,flat,perspective,False,CC-BY-4.0,ml_training/datasets/structural/raw/qr_surfaces/flat/images/IMG_20191229_213452.jpg,61c8283f83027747464751e46aa3fc12ef0787fdc5cd77bdc259433cc8ddd43f,a8b39cdcdf52c4964be47615cd26fc71c4ddc22e497a8312c9243e80bcc12d0c,1934,1934,0.2777777777777778
ml_training/datasets/structural/processed/qr_surfaces/clean/flat/IMG_20191229_213509.png,clean,0,auxiliary_train_only,qr_surfaces:241600de6afd1f88dfcca671bdab39ec6b3856fc3f8199b6b7f0bde65be00f6a,1,qr_codes_in_surfaces,external_real_camera,flat,perspective,False,CC-BY-4.0,ml_training/datasets/structural/raw/qr_surfaces/flat/images/IMG_20191229_213509.jpg,328f3e4788c13dfbfdcb94423e687691aebb6bea3d22ee0daf8b2050097f7148,b98fd1e3a6d766e7bc6c1278736dd69a18110be098e66edb9460ed2dbd596c77,2003,2003,0.2777777777777778
